Investor Name;Investor Name URL;Number of Investments;Number of Exited Companies;Location;Investor Type;Description;Website;Twitter;Facebook;LinkedIn;Number of Portfolio Companies;Number of Lead Investments;Program Duration;Next Application Deadline;Program Type
ArcticFox Capital;https://www.crunchbase.com/organization/arcticfox-capital;1;;Palo Alto, California, United States;Venture Capital;by Revolucionadolabs;http://www.arcticfoxgroup.com;http://twitter.com/ArcticFoxSmart;;;1;;;;
Arcturus Capital;https://www.crunchbase.com/organization/arcturus-capital;15;4;Pasadena, California, United States;Venture Capital;Arcturus Capital is a Los Angeles based venture capital firm. The Arcturus team combines 170 years of experience in venture capital;http://www.arcturusvc.com;;;;10;2;;;
ArcView Group;https://www.crunchbase.com/organization/arcview-group;3;1;San Francisco, California, United States;Angel Group;ArcView Group is an investment platform that finances cannabis-related businesses.;http://arcviewgroup.com;https://www.twitter.com/arcviewgroup;http://www.facebook.com/ArcViewGroup;http://www.linkedin.com/company/the-arcview-group;3;;;;
Arena Ventures;https://www.crunchbase.com/organization/arena-ventures;26;1;West Hollywood, California, United States;Venture Capital;Arena Ventures is a founder-focused venture firm making seed and growth investments in Los Angeles and San Francisco.;http://arenavc.com;https://twitter.com/arenavc;https://www.facebook.com/arenavc1?fref=ts;https://www.linkedin.com/company/6438484?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6438484%2Cidx%3A1-1-1%2CtarId%3A1442277410467%2Ctas%3AArena%20Ventures;23;9;;;
Ares Capital Corporation;https://www.crunchbase.com/organization/ares-capital-corporation;11;4;Los Angeles, California, United States;Venture Debt;Ares Capital Corporation, a California-based specialty finance company, offers solutions for mid-market companies across diverse industries.;http://www.arescapitalcorp.com;;;;10;3;;;
Argon Venture Partners;https://www.crunchbase.com/organization/argon-venture-partners;2;;Redwood City, California, United States;Micro VC;Argon Venture Partners is a venture capital firm specializing in seed, startup, and early stage investments.;http://www.argoncap.com;;;;1;;;;
Argonaut Ventures;https://www.crunchbase.com/organization/argonaut-ventures;9;2;Sausalito, California, United States;Venture Capital;Argonaut Ventures LLC provides strategic consulting, funding, and business development as well as design and technical expertise for the;http://www.argonautventures.com;;;;7;1;;;
Arizona Bay LLC;https://www.crunchbase.com/organization/arizona-bay-technology-ventures;2;1;San Francisco, California, United States;Venture Capital;We build web and mobile applications where our iterative approach emphasizes agile solutions that get to market fast.;http://arizonabay.com/;http://twitter.com/abtventures;;;2;1;;;
Array Ventures;https://www.crunchbase.com/organization/array-ventures;2;;San Francisco, California, United States;Venture Capital;Array Ventures is a venture capital firm which focus on solving impactful problems using revolutionary technology.;http://array.vc/investments.html;https://twitter.com/atShruti;;https://www.linkedin.com/in/shrutigandhi;2;;;;
ArrowPath Venture Partners;https://www.crunchbase.com/organization/arrowpath-venture-partners;33;13;Redwood Shores, California, United States;Venture Capital;ArrowPath is an early-stage venture capital firm.;http://www.arrowpathvc.com;;;;17;10;;;
Artemis Ventures;https://www.crunchbase.com/organization/artemis-ventures;2;;Palo Alto, California, United States;Venture Capital;Artemis Ventures;http://www.co-capital.com/artemis/indexA.html;;;;2;;;;
Artiman Ventures;https://www.crunchbase.com/organization/artiman-ventures;63;10;East Palo Alto, California, United States;Venture Capital;White space investments: Rare, precious and cutting edge, with brilliant disruptive ideas. We partner with you.;http://www.artiman.com/;http://twitter.com/Artiman;;http://www.linkedin.com/company/artiman-ventures;41;16;;;
Artis Ventures (AV);https://www.crunchbase.com/organization/artis;55;15;San Francisco, California, United States;Venture Capital;ARTIS Ventures finances seed, early, and later stage venture investments and is based in San Francisco, California.;http://www.artisventures.com;http://twitter.com/artisventures;http://www.facebook.com/pages/ARTIS-Ventures/399591270124690;http://www.linkedin.com/company/artis-ventures;35;16;;;
Arts Fund;https://www.crunchbase.com/organization/arts-fund;;;San Francisco, California, United States;Venture Capital;venture investors in music | art | film;http://www.artsfund.com;;http://www.facebook.com/ArtsFund;;;;;;
Ascendiant Capital Partners;https://www.crunchbase.com/organization/ascendiant-capital-partners;1;1;Irvine, California, United States;Venture Capital;Ascendiant Capital Partners provides capital, strategic guidance, and investment banking support to public and private growth companies.;http://www.ascendiant.com/;;;;1;;;;
AsiaTech Management;https://www.crunchbase.com/organization/asiatech-management;18;6;Cupertino, California, United States;Venture Capital;Venture investments, creating value by matching innovative technologies and entrepreneurs with market opportunities.;http://www.asiatechventure.com;;;;13;4;;;
Aspect Ventures;https://www.crunchbase.com/organization/aspect-ventures;31;2;San Francisco, California, United States;Venture Capital;Aspect Ventures is an American venture capital firm investing in the emerging mobile marketplace.;http://www.aspectventures.com;http://twitter.com/aspectvc;http://www.facebook.com/aspectvc;https://www.linkedin.com/company/aspect-ventures;24;5;;;
Aspen Ventures;https://www.crunchbase.com/organization/aspen-ventures;7;1;Los Altos, California, United States;Venture Capital;Aspen Ventures is a venture capital firm that provides funding to seed- and early-stage B2B and IT companies.;http://www.aspenventures.com;;;;6;;;;
Aspiration Growth;https://www.crunchbase.com/organization/aspiration-growth;27;2;Los Angeles, California, United States;Private Equity Firm;AGO invests in entrepreneurs building companies that create a better world;http://www.aspirationgrowth.com;;;;22;1;;;
Asset Management Ventures (AMV);https://www.crunchbase.com/organization/asset-management-ventures;112;21;Palo Alto, California, United States;Venture Capital;AMV is an established Silicon Valley VC firm investing in early stage digital health, tech and life sciences companies.;http://www.assetman.com;http://twitter.com/AMV;http://www.facebook.com/AssetManagementVentures;http://www.linkedin.com/company/asset-management-ventures;69;15;;;
Astellas Venture Management;https://www.crunchbase.com/organization/astellas-venture-management;29;4;Menlo Park, California, United States;Venture Capital;Astellas Venture Management is a California-based financial organization that targets investments in the biotechnology sector.;http://www.astellasventure.com;;;;19;4;;;
Astia;https://www.crunchbase.com/organization/astia-organization;;;Palo Alto, California, United States;Venture Capital;Astia is transforming the way businesses are funded in the here and now, providing capital, and connections around the globe.;http://astia.org/;https://twitter.com/astiaglobal;https://www.facebook.com/astiaglobal;https://www.linkedin.com/groups/150/profile;;;;;
Astia Angels;https://www.crunchbase.com/organization/astia-angels;38;1;San Francisco, California, United States;Angel Group;Astia Angels is a global network of both female and male angel investors that invest in high growth companies.;http://astia.org/astia-angels/;http://twitter.com/AstiaAngel;http://www.facebook.com/astiaglobal;http://www.linkedin.com/groups/Astia-Community-150/about;30;4;;;
Astrolabe Ventures;https://www.crunchbase.com/organization/astrolabe-ventures;3;1;Palo Alto, California, United States;Venture Capital;Astrolabe Ventures is focused on technology-intensive industries in Europe and North America.;http://www.astrolabeventures.com;;;;2;1;;;
ATA Ventures;https://www.crunchbase.com/organization/ata-ventures;90;14;Redwood City, California, United States;Venture Capital;ATA Ventures is a venture capital firm focused on seeking out early stage private companies which appear to offer above average prospects;http://www.ataventures.com;;;http://www.linkedin.com/company/ata-ventures;44;18;;;
Atar Capital;https://www.crunchbase.com/organization/atar-capital;;;Beverly Hills, California, United States;Private Equity Firm;Atar Capital is a global private equity firm focused on acquiring companies.;http://www.atarcapital.com/;;;;;;;;
ATEL Ventures;https://www.crunchbase.com/organization/atel-ventures;14;5;San Francisco, California, United States;Venture Debt;ATEL Ventures provides venture debt and equipment financing to emerging growth companies.;http://www.atel.com/ventures;http://twitter.com/ATELCapital;;http://www.linkedin.com/company/atel-securities-corporation;13;5;;;
Athenaeum Capital Partners;https://www.crunchbase.com/organization/athenaeum-capital-partners;;;Santa Barbara, California, United States;Venture Capital;Athenaeum Capital Partners is a venture capital firm.;http://www.athcap.com/;;;;;;;;
Atheneos Capital;https://www.crunchbase.com/organization/atheneos-capital;2;;Menlo Park, California, United States;Venture Capital;Atheneos Capital provides funding to early stage companies rooted in the life sciences industry.;http://atheneoscapital.net;;;;2;;;;
Atherton Venture Partners;https://www.crunchbase.com/organization/atherton-venture-partners;4;1;Menlo Park, California, United States;Venture Capital;Atherton Venture Partners(AVP) invests in healthcare, life science, and information technology companies.;http://www.athertonventures.com;;;;3;;;;
Atlas Peak Capital;https://www.crunchbase.com/organization/atlas-peak;3;;San Francisco, California, United States;Venture Capital;Based in San Francisco, Atlas Peak Capital is a direct-secondary fund dedicated to investing in emerging, high-growth private companies.;http://www.atlaspeakcap.com;;https://www.facebook.com/Atlas-Peak-Capital-303505353044778/;https://www.linkedin.com/company/2337914;2;;;;
Atrium Capital;https://www.crunchbase.com/organization/atrium-capital;3;3;Menlo Park, California, United States;Venture Capital;Atrium Capital has developed a unique and highly differentiated venture model through its relationships with Global 1000 corporations.;http://www.atriumcapital.com;;;;3;1;;;
Audrey Capital;https://www.crunchbase.com/organization/audrey-capital;3;;San Francisco, California, United States;Angel Group;An Angel Investment and Research Company;http://audrey.co;http://twitter.com/audreycapital;;;3;;;;
August Capital;https://www.crunchbase.com/organization/august-capital;204;42;Menlo Park, California, United States;Venture Capital;August Capital manages over $2.5 billion in committed capital and have invested in a mix of companies across the IT spectrum.;http://www.augustcap.com;http://twitter.com/AugustCapital;;http://www.linkedin.com/company/august-capital;112;77;;;
